,user_id,user_url,last_edited,item_id,helpful,recommend,review,fecha
127,Life-Of-Blu,http://steamcommunity.com/id/Life-Of-Blu,,211820,No ratings yet,True,"Great Game, So Many Different nooks and cranies in this game all waiting to be explored 10/10I would recommend this to anybody, Just give it a try and be amazed",2013-12-15
128,CaptianAutismo,http://steamcommunity.com/id/CaptianAutismo,,252490,No ratings yet,True,"One, two, raiders coming for you.C4, better lock your doorFive, six, find wood to fix.Seven, eight, die frozen late.Nine, ten, Never sleep again....10/10",2015-12-17
129,76561198075895633,http://steamcommunity.com/profiles/76561198075895633,,440,1 of 1 people (100%) found this review helpful,True,YOU CANT GET SICK OF IT JUST GET BETTER AND BETTER THEN GET UNUSUALS HUHUHUHUHUHUHUHU,2014-10-26
131,kube134,http://steamcommunity.com/id/kube134,,251990,1 of 1 people (100%) found this review helpful,True,It's good to be a magical queen... if you survive to reach the coronation.,2014-06-28
132,iamthekingofbrowntown,http://steamcommunity.com/id/iamthekingofbrowntown,,344760,3 of 4 people (75%) found this review helpful,False,"Spent 3 days making a base. Man teleported in my base, spawned in steel armour and sword, killed us, broke everything",2015-09-12
133,iamthekingofbrowntown,http://steamcommunity.com/id/iamthekingofbrowntown,,252950,1 of 1 people (100%) found this review helpful,True,10/10 would fap again,2015-09-13
135,iamthekingofbrowntown,http://steamcommunity.com/id/iamthekingofbrowntown,,399730,No ratings yet,True,The new music made me ♥♥♥♥ with excitement and the new everything made me ♥♥♥♥♥♥ 11/10 would fap again,2015-10-14
138,yookobz,http://steamcommunity.com/id/yookobz,,377160,1 of 3 people (33%) found this review helpful,True,10/10 would get kamikazied by a super mutant any day,2015-11-19
139,yookobz,http://steamcommunity.com/id/yookobz,"Last edited March 2, 2014.",219150,No ratings yet,True,"This was a great game, i cant wait for 2-Adrenalin Rushes-Fast Paced Akshon-Has a deeper meaning within all the violence.So nice",2013-06-25
140,Posiblydead,http://steamcommunity.com/id/Posiblydead,"Last edited June 24, 2014.",277430,No ratings yet,True,This is a really fun game if you enjoyed the other halos you will enjoy this one. Just a side note it is a top down twinstick shooter.,2014-04-11
141,Posiblydead,http://steamcommunity.com/id/Posiblydead,,239820,No ratings yet,True,THIS GAME IS AWESOME i have been playing it for 3 hours now (according to steam but feels a lot longer than that) and it is really cool i made a bunch of games on it that recieved great reviews and made a bunch of engines in short it is a game u could spend hours on granted it doesn't have a lot of things on there but who cares its fun to play and u shoudl buy it especially since it is 10 dollars on steam,2014-02-22
142,Posiblydead,http://steamcommunity.com/id/Posiblydead,"Last edited November 26, 2013.",17410,No ratings yet,True,"summary: free running, vibrant colours and an fps platformer",2012-09-24
143,Mossy_Gaming,http://steamcommunity.com/id/Mossy_Gaming,,440,1 of 1 people (100%) found this review helpful,True,This game is amazing to play! Very interesting in many aspects and enjoyable. Just hope there is more updates!,2015-09-26
144,76561198102421718,http://steamcommunity.com/profiles/76561198102421718,,270550,1 of 2 people (50%) found this review helpful,True,"If Zeus and Chuck Norris had a love child, it would be this game. It punches sharks in the face for breakfast.",2015-06-12
145,76561198102421718,http://steamcommunity.com/profiles/76561198102421718,,274940,0 of 1 people (0%) found this review helpful,True,"Once all the twelvies aren't playing, and you're up against people who know what they're doing, it's a great game. When all slots are filled it's highly balanced. It's controls are responsive and nothing beats sniping a shark while hanging upside down in the corner with a harpoon.The only problem is the AI. In a game where majority of the gameplay is based off line of sight, and moving without being seen, an AI really destroys it. They can always see you, and never miss as a shark or a diver. They ruin any game almost instantly, but besides that, it's worth buying it when it's on sale.Not entirely sure if it's worth paying full price however, as that's around $80 for you and 3 other friends. And it isn't completely worth paying full price for it.",2015-08-03
146,76561198102421718,http://steamcommunity.com/profiles/76561198102421718,,333930,0 of 2 people (0%) found this review helpful,True,"With the golden rule ""Don't be a ♥♥♥♥"", how could you go wrong?",2015-06-26
147,76561198087407319,http://steamcommunity.com/profiles/76561198087407319,,440,1 of 1 people (100%) found this review helpful,True,Otimo game,2014-01-15
148,76561198056741844,http://steamcommunity.com/profiles/76561198056741844,,730,2 of 3 people (67%) found this review helpful,True,คุ้มกับที่ซื้อมามันส์มากครับ,2014-10-14
150,sad-commie,http://steamcommunity.com/id/sad-commie,,212070,3 of 5 people (60%) found this review helpful,True,"I's freaking rad and the ingame graphics are wonderful. Not great latency for Aussie players though, even on the closest servers.",2014-07-09
151,sad-commie,http://steamcommunity.com/id/sad-commie,,264140,No ratings yet,True,"Simple, endlessly replayable, catchy music, this has all the hallmarks of a classic.A few bugs, but it's frequently updated so they're quickly caught.9/10 stars.",2014-03-13
152,76561198030567998,http://steamcommunity.com/profiles/76561198030567998,,332800,194 of 282 people (69%) found this review helpful,True,10/10 would take kids here for birthday,2014-11-11
153,76561198030567998,http://steamcommunity.com/profiles/76561198030567998,,319630,1 of 2 people (50%) found this review helpful,True,"Well for starters, when I write reviews they are usually just for the lols. This is not the case. This game is genuinely a masterpiece and i have never played a game that made me feel so many emotions that range all over the spectrum, i mean hell I thought The Last of Us was emotional as hell. one minute its happy then desparation then wanting to cry like a baby (points in the game specifically made me question my manhood due to how much i was trying to not break down like a baby) this game honestly does show alot of great points that are true in real life as well, like value those close to you and despite this being the internet and it not being known to be shown but, showing compassion and taking the time to give a helping hand could possibly save someones life. It is funny that a troll on tf2 would find such a great love and change of perspective from a game, call me names call me what ever the hell you like. I never thought i would go deep about a game but simply put this game, while it may not be for everyone, is a really great game and i honestly say it is worth more that just 20 dollars. 100/10",2015-07-21
154,76561198030567998,http://steamcommunity.com/profiles/76561198030567998,,6020,No ratings yet,True,10/10 lets you cut people into sushi if the proper cheat is enabled,2015-07-05
155,76561198030567998,http://steamcommunity.com/profiles/76561198030567998,,55230,No ratings yet,True,"10/10 has Sasha Grey, so fun for whole family.",2015-03-12
156,76561198030567998,http://steamcommunity.com/profiles/76561198030567998,,32430,No ratings yet,True,"Seriously, this is one of the best starwars games there is! critics were stupid how they rated it, well concidering how it is the most sold starwars game, i highly recommend it to any other starwars geeks out there like i am.",2014-02-23
159,Coldaniel,http://steamcommunity.com/id/Coldaniel,,35450,1 of 1 people (100%) found this review helpful,True,Great Game Loved Every minute playing,2015-03-22
160,Coldaniel,http://steamcommunity.com/id/Coldaniel,,440,1 of 1 people (100%) found this review helpful,True,EXECELLENT GAME GIVE 10/10 NEVER STOP PLAYING IT:-),2014-08-21
161,Coldaniel,http://steamcommunity.com/id/Coldaniel,,236390,2 of 5 people (40%) found this review helpful,True,Great Game been playing for nearly 2 years and enjoying every minute of it Keep it up!10/10,2015-03-13
162,therealmorty,http://steamcommunity.com/id/therealmorty,,351570,No ratings yet,True,"I liked it, the zombies were pretty bad though.",2015-03-20
163,therealmorty,http://steamcommunity.com/id/therealmorty,,212680,No ratings yet,True,Got angry at it. 11/10,2015-03-07
164,Berserklejerker,http://steamcommunity.com/id/Berserklejerker,,391540,2 of 3 people (67%) found this review helpful,True,"Is Bretty Gud, Date a skeleton who loves spaghetti. Tennouttatenn",2015-10-10
165,76561198061730629,http://steamcommunity.com/profiles/76561198061730629,,550,0 of 1 people (0%) found this review helpful,True,It was well made and worth buying if you get left 4 dead 1 and 2 you will get 2 hats on tf2,2014-07-06
166,YoHuNz,http://steamcommunity.com/id/YoHuNz,,440,1 of 1 people (100%) found this review helpful,True,ไม่ค่อยเล่นเลย 555+,2014-06-19
167,YoHuNz,http://steamcommunity.com/id/YoHuNz,,570,1 of 1 people (100%) found this review helpful,True,fsdgfdsgsdfgfd,2014-02-19
168,possessioniskey,http://steamcommunity.com/id/possessioniskey,,72850,1 of 1 people (100%) found this review helpful,True,Best game I have ever played and a thousand times even better when you download mods,2015-04-11
169,possessioniskey,http://steamcommunity.com/id/possessioniskey,,440,No ratings yet,True,"3 years I've played this game and although that doesn't seem as much as a lot of people due to the fact that this game is one of the oldest on Steam people questioned me why I played it and some even made fun of me for it. The TF2 community might be at the lowest yet with the new Tough Break update but still even if the biggest people in TF2 such as Jerma985 and Star_ are sick of it I am not it just shows how much this game has dragged me back to it even if I rejected to,eventually I would return and play because I know I want to most my friends that I played TF2 with I barely even see play it but I don't care this game is one of the most special games I've ever played and it was one of the very first games that I've actually stuck around on others I got bored of after getting sick and tired of their repetitive style but still for some reason this game is the only one where I won't stop even if I want to.I'll get to the point of it now I absolutely LOVE and I mean LOVE this game no matter what people tell me about how it isn't as competetive as CS:GO or it is stupid because of how they're always hats on people's heads this game is different from your normal FPS games you actually have to work as a team well to win the game not just run around and shoot people its classes are all balanced and don't handle like COD,Battlefield or CS:GO which shows how different it is so why not give it a try if I and many can enjoy it shows no reason why you can't go download TF2 now and I mean NOW Mr.",2015-12-24
